,sim_time,traversal_time,windowed_avg
0,53.65254181796944,17.652541817969443,
1,55.54475223894778,44.54475223894778,
2,58.371764705882356,38.371764705882356,
3,61.120000000000005,30.120000000000005,
4,73.096,24.096000000000004,
5,78.32685714285715,10.32685714285715,
6,82.048,12.048000000000002,
7,82.06,15.060000000000002,
8,83.048,12.048000000000002,
9,137.1921699870936,102.19216998709359,30.646008589275038
10,137.67529227321913,55.67529227321913,32.92139801508814
11,138.37866102728637,72.37866102728637,36.20950326610466
12,138.59,22.590000000000003,35.161849168711996
13,138.68118920392627,107.68118920392627,40.34180202837016
14,139.2519854193182,48.2519854193182,40.8691475877667
15,140.21505177568832,106.21505177568832,44.95326659951179
16,143.33030365778723,115.33030365778723,49.093092308822115
17,145.05999999999997,15.059999999999974,47.20236495833199
18,145.71043504158,27.710435041580013,46.17647391008189
19,157.048,12.048000000000002,44.470050214577796
20,195.83501038329655,129.83501038329655,48.53504831785011
21,221.26048978437106,59.26048978437106,49.02256838451015
22,221.35165259041426,57.35165259041426,49.38470248041903
23,221.7397912731625,71.7397912731625,50.31616451345
24,222.6259403253102,149.6259403253102,54.28855554592441
25,223.0728995768311,149.0728995768311,57.93410723942082
26,223.3175117682002,171.3175117682002,62.13349259233857
27,223.32396263665137,122.32396263665137,64.28315223677832
28,223.756553801128,222.756553801128,69.74775229072141
29,224.26694862700762,160.26694862700762,72.76505883526427
30,224.281589659501,99.28158965950101,73.62043079733643
31,224.5874331929034,77.5874331929034,73.7443996221979
32,224.67877253204404,132.67877253204404,75.53028971037506
33,225.04073663227607,67.04073663227607,75.28059697278391
34,225.43624720753277,129.43624720753277,76.82790126520531
35,225.5901841891042,193.5901841891042,80.0712980130914
36,225.7408003970932,97.74080039709321,80.54885213157792
37,225.80557059969328,172.80557059969328,82.97666051231779
38,225.92621644895436,132.92621644895436,84.25741835684693
39,226.32001530315907,120.32001530315907,85.15898328050473
40,226.51190406328564,110.51190406328564,85.77734720203597
41,226.649200567289,108.649200567289,86.32191513930391
42,226.70234820014693,187.70234820014693,88.67959962909094
43,227.09899369886483,175.09899369886483,90.64367676704036
44,227.390384553486,63.390384553486,90.0380480511836
45,227.68313568346713,145.68313568346713,91.24772386927671
46,227.78314484701795,145.78314484701795,92.4080519751861
47,227.96799582277146,23.967995822771456,90.9822174720108
48,228.63058823529414,10.630588235294141,89.34238830391455
49,228.68828318381475,134.68828318381475,90.24930620151255
50,229.0737366960581,130.0737366960581,91.03017738768013
51,232.6543733326695,113.65437333266951,91.46525807892992
52,232.65443930698274,117.65443930698274,91.95939357379883
53,232.94965728137205,41.949657281372055,91.03328734616132
54,233.63820215317702,32.63820215317702,89.9715585244707
55,233.67949281015402,29.679492810154017,88.8949144938579
56,269.89587228068746,93.89587228068746,88.98265059538123
57,280.3970548986105,39.39705489861052,88.1277265316438
58,305.1433855078326,155.1433855078326,89.26358515835886
59,305.9527021498087,130.95270214980872,89.95840377488302
60,306.36534754645106,28.365347546451062,88.94868154163004
61,306.3991187399686,53.39911873996863,88.37530149644195
62,306.54913346718126,124.54913346718126,88.94948930550132
63,306.85232789877665,60.85232789877665,88.51047115852124
64,307.1115044324064,92.11150443240638,88.56587167042716
65,307.5116896034772,32.51168960347718,87.71656588153398
66,307.6431209217183,93.64312092171832,87.80502192690986
67,308.03177924462847,77.03177924462847,87.64659188746454
68,308.2444269196457,30.24442691964572,86.81467645314834
69,309.27646501237695,119.27646501237695,87.27841628970874
70,309.62999999999994,57.62999999999994,86.86083296168468
71,309.63343402623536,147.63343402623536,87.70489686535899
72,309.70290059300845,100.70290059300845,87.88295171094323
73,310.4528768821264,65.45287688212642,87.5798425916349
74,310.89037235145554,196.89037235145554,89.03731632176584
75,311.19791258071746,109.19791258071746,89.30258732517309
76,312.48892591385805,40.488925913858054,88.66864367048069
77,312.9252299397528,159.9252299397528,89.58218964829189
78,316.15196631109313,139.15196631109313,90.20965517566911
79,317.04037932668473,88.04037932668473,90.18253922755682
80,318.5108936736511,172.51089367365108,91.19893866516291
81,322.96352869677645,33.96352869677645,90.5009458606704
82,325.55981740868543,172.55981740868543,91.48960696365853
83,327.63058823529406,10.630588235294056,90.52699959784468
84,327.95272727272726,10.952727272727259,89.59083168813741
85,328.15589648282764,93.15589648282764,89.63228592993613
86,343.43,2.430000000000007,88.62996080430469
87,346.2525,4.252499999999998,87.67112602243759
88,363.9411358888717,66.94113588887171,87.43820478498179
89,367.84670372105523,91.84670372105523,87.48718810649372
90,368.4167340302232,21.41673403022321,86.76113916060064
91,389.1302393936567,53.13023939365672,86.39558590226429
92,389.7208283360701,62.7208283360701,86.14101861660627
93,390.0793200211597,30.079320021159674,85.54461756771853
